,InAcc ID, 2020 total amount ,GSC Top3,GSC Top3 pct,GSC Recommendation Top3
574,212319," 1,268 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 603.8220945726796)('FJL - QTII,RUBBER, PORCELAIN TERMI', 397.1268269998631)('FJI - SEPARABLE CONNECTORS', 181.26276778189722)"
96,72963," 1,264 ","FTU - 92/1205 & OTH HI-TEMP,FPA - FP H.R TUBING,FTM - POLYESTER FILM TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 396.4352546625445)('FTZ - 1/S10/S20 EPOXY TAPES', 300.4280522404978)('FSQ - GLASS CLOTH TAPES', 265.49173558035216)"
1475,286052," 1,261 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 187.58853715237782)('FIC - 33 VINYL TAPE', 142.42992352652215)('FIL - 23 RUBBER TAPE', 129.10991001201268)"
2615,302814," 1,260 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 604.6753139446969)('FJM - QTIII RUBBER TERMINATIONS', 599.9123902979983)('FJI - SEPARABLE CONNECTORS', 301.0857358309351)"
3574,319193," 1,260 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 604.6753139446969)('FJM - QTIII RUBBER TERMINATIONS', 599.9123902979983)('FJI - SEPARABLE CONNECTORS', 301.0857358309351)"
2065,296091," 1,259 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 604.1504221791198)('FJM - QTIII RUBBER TERMINATIONS', 394.21296353501396)('FJI - SEPARABLE CONNECTORS', 252.37748791449232)"
767,222223," 1,249 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 152.65964673722877)('RWA - SOLAR ACRYLIC FOAM TAPES', 56.090735822961804)('FJB - COLD SHRINK TUBING', 45.79789402116864)"
853,239604," 1,246 ",FSB - COPPER FOIL TAPES,1,"('FSQ - GLASS CLOTH TAPES', 249.99834431103784)('FSD - SPECIALTY FOIL TAPES', 243.97340245015434)('FTM - POLYESTER FILM TAPES', 237.19821041531327)"
979,257577," 1,246 ",FSB - COPPER FOIL TAPES,1,"('FSQ - GLASS CLOTH TAPES', 249.99834431103784)('FSD - SPECIALTY FOIL TAPES', 243.97340245015434)('FTM - POLYESTER FILM TAPES', 237.19821041531327)"
3132,312011," 1,241 ","FIL - 23 RUBBER TAPE,FIC - 33 VINYL TAPE",1,"('FIE - 35 VINYL TAPE', 349.07464422779543)('FIN - ALL MASTICS', 322.09909230618496)('FIM - 130C RUBBER TAPE', 278.0858629764729)"
2646,303758," 1,238 ","FKM - AEROSOLS,SCOTCHKOTE",1,"('FKK - COMFORT GRIP GLOVES', 160.19018814141415)('FIN - ALL MASTICS', 135.9448561878362)('FIC - 33 VINYL TAPE', 134.7575421267285)"
3168,312394," 1,234 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 592.1642937585555)('FJM - QTIII RUBBER TERMINATIONS', 386.3919192511434)('FJI - SEPARABLE CONNECTORS', 247.37040876739593)"
44,58709," 1,224 ",FTZ - 1/S10/S20 EPOXY TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 503.4334009471255)('FTM - POLYESTER FILM TAPES', 377.1961334331558)('FTU - 92/1205 & OTH HI-TEMP', 309.9664846747494)"
3485,317671," 1,223 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 181.93262790205597)('FIC - 33 VINYL TAPE', 138.13557412636703)('FIL - 23 RUBBER TAPE', 125.21716717478913)"
2143,296936," 1,222 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 586.4726673907903)('FJM - QTIII RUBBER TERMINATIONS', 382.67808770290446)('FJI - SEPARABLE CONNECTORS', 244.992791683784)"
1924,294314," 1,220 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 181.59710591992678)('FIC - 33 VINYL TAPE', 137.88082311129133)('FIL - 23 RUBBER TAPE', 124.98624041573791)"
1665,289197," 1,214 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 180.67060530479333)('FIC - 33 VINYL TAPE', 137.17736108869695)('FIL - 23 RUBBER TAPE', 124.34856599883692)"
2779,305756," 1,208 ",FIC - 33 VINYL TAPE,1,"('FIE - 35 VINYL TAPE', 430.9855949286761)('FIN - ALL MASTICS', 349.81345876378407)('FIL - 23 RUBBER TAPE', 342.9049183560329)"
713,216644," 1,206 ",FJI - SEPARABLE CONNECTORS,1,"('FJF - QSIII & QS-2000 SPLICES', 288.112763927553)('FJC - ENERGY RESINS', 264.2200026519802)('FJL - QTII,RUBBER, PORCELAIN TERMI', 241.71304332898703)"
3337,314963," 1,206 ",FJI - SEPARABLE CONNECTORS,1,"('FJF - QSIII & QS-2000 SPLICES', 288.112763927553)('FJC - ENERGY RESINS', 264.2200026519802)('FJL - QTII,RUBBER, PORCELAIN TERMI', 241.71304332898703)"
3339,315000," 1,205 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 82.67603792550067)('FQA - LIQUID RESINS', 69.8740052168331)('FTZ - 1/S10/S20 EPOXY TAPES', 58.09879728067654)"
1320,281156," 1,205 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 82.65534284823435)('FQA - LIQUID RESINS', 69.85651468422952)('FTZ - 1/S10/S20 EPOXY TAPES', 58.08425426278438)"
3224,313568," 1,202 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 402.76271413659333)('FTM - POLYESTER FILM TAPES', 382.4920677492772)('FTZ - 1/S10/S20 EPOXY TAPES', 304.5009803744745)"
72,70627," 1,201 ",FSQ - GLASS CLOTH TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 314.7879941831652)('FTM - POLYESTER FILM TAPES', 284.85084540324794)('FTZ - 1/S10/S20 EPOXY TAPES', 273.4030042372171)"
1896,294150," 1,199 ","FID - GENERAL USE VINYL-BLACK,FKG - CABLE TIES",1,"('FIN - ALL MASTICS', 167.86518606926822)('FIC - 33 VINYL TAPE', 129.53724311217795)('FIL - 23 RUBBER TAPE', 117.12619661828452)"
3271,314219," 1,199 ","FID - GENERAL USE VINYL-BLACK,FTU - 92/1205 & OTH HI-TEMP",1,"('FIN - ALL MASTICS', 128.0832705782645)('FTM - POLYESTER FILM TAPES', 122.25866585850115)('FTB - COMPOSITE, ACETATE & PAPER', 121.47685247307756)"
3635,319788," 1,199 ",FKK - COMFORT GRIP GLOVES,1,"('FKM - AEROSOLS,SCOTCHKOTE', 155.08193724939414)('FIE - 35 VINYL TAPE', 127.07529496147303)('FIM - 130C RUBBER TAPE', 109.68282872382584)"
1854,293793," 1,193 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 502.5004859370085)('FTU - 92/1205 & OTH HI-TEMP', 379.5043226315578)('FTZ - 1/S10/S20 EPOXY TAPES', 367.6507729494839)"
2787,305842," 1,193 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 177.43946514241125)('FIC - 33 VINYL TAPE', 134.72406061939526)('FIL - 23 RUBBER TAPE', 122.12469762215419)"
1834,293321," 1,187 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 397.73516573199953)('FTM - POLYESTER FILM TAPES', 377.7175508501521)('FTZ - 1/S10/S20 EPOXY TAPES', 300.6999993890307)"
894,244595," 1,186 ","FTT - 40 ANTI-STATIC UTILITY TAPE,FTM - POLYESTER FILM TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 220.68396208175463)('FTU - 92/1205 & OTH HI-TEMP', 205.82725689994555)('FTZ - 1/S10/S20 EPOXY TAPES', 154.244586673684)"
1395,283329," 1,181 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 175.66450091691217)('FIC - 33 VINYL TAPE', 133.37638755398405)('FIL - 23 RUBBER TAPE', 120.90305863020139)"
537,184208," 1,179 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 395.03571225032726)('FTM - POLYESTER FILM TAPES', 375.1539581744715)('FTZ - 1/S10/S20 EPOXY TAPES', 298.6591296590543)"
2072,296101," 1,173 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 174.55481349497506)('FIC - 33 VINYL TAPE', 132.53383769969068)('FIL - 23 RUBBER TAPE', 120.13930384346098)"
413,156291," 1,163 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 389.5434534086112)('FTM - POLYESTER FILM TAPES', 369.93811925183036)('FTZ - 1/S10/S20 EPOXY TAPES', 294.506813312299)"
3047,310201," 1,163 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 389.5434534086112)('FTM - POLYESTER FILM TAPES', 369.93811925183036)('FTZ - 1/S10/S20 EPOXY TAPES', 294.506813312299)"
1675,289213," 1,162 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 172.83976762893082)('FIC - 33 VINYL TAPE', 131.23165871128725)('FIL - 23 RUBBER TAPE', 118.95890433295368)"
3114,311643," 1,154 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 171.63998692005578)('FIC - 33 VINYL TAPE', 130.3207039311726)('FIL - 23 RUBBER TAPE', 118.13314183323772)"
2114,296856," 1,146 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 170.44628285831294)('FIC - 33 VINYL TAPE', 129.4143629531563)('FIL - 23 RUBBER TAPE', 117.31156165391471)"
938,250474," 1,133 ","FTU - 92/1205 & OTH HI-TEMP,FSA - ALUMINUM FOIL TAPE",1,"('FTB - COMPOSITE, ACETATE & PAPER', 237.3462568291865)('FTM - POLYESTER FILM TAPES', 235.64444001453143)('FTZ - 1/S10/S20 EPOXY TAPES', 212.49906042273983)"
705,216490," 1,129 ",FIN - ALL MASTICS,1,"('FIC - 33 VINYL TAPE', 326.81605066935094)('FIM - 130C RUBBER TAPE', 315.5435749519615)('FIL - 23 RUBBER TAPE', 261.0334855707975)"
3128,311901," 1,120 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 537.3787907109946)('FJM - QTIII RUBBER TERMINATIONS', 350.64394205494057)('FJI - SEPARABLE CONNECTORS', 224.48434078551207)"
1555,288160," 1,095 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 162.8918290680426)('FIC - 33 VINYL TAPE', 123.67850994227202)('FIL - 23 RUBBER TAPE', 112.11212429032233)"
2398,300200," 1,093 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 460.2555082728537)('FTU - 92/1205 & OTH HI-TEMP', 347.59957411549357)('FTZ - 1/S10/S20 EPOXY TAPES', 336.7425467365303)"
1471,285959," 1,079 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 454.3871622609591)('FTU - 92/1205 & OTH HI-TEMP', 343.16761287259266)('FTZ - 1/S10/S20 EPOXY TAPES', 332.44901467519304)"
998,260355," 1,078 ","FID - GENERAL USE VINYL-BLACK,FTM - POLYESTER FILM TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 124.71944357948423)('FIN - ALL MASTICS', 117.1766160384001)('FTU - 92/1205 & OTH HI-TEMP', 102.03472495822741)"
2546,302377," 1,077 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 160.3203003219501)('FIC - 33 VINYL TAPE', 121.72603113833158)('FIL - 23 RUBBER TAPE', 110.34224085265994)"
3473,317581," 1,067 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 158.68619408634098)('FIC - 33 VINYL TAPE', 120.48530699971879)('FIL - 23 RUBBER TAPE', 109.21754894860088)"
3242,313889," 1,066 ","FTB - COMPOSITE, ACETATE & PAPER",1,"('FTM - POLYESTER FILM TAPES', 449.07510279715706)('FTZ - 1/S10/S20 EPOXY TAPES', 438.52339636879907)('FTU - 92/1205 & OTH HI-TEMP', 357.1297622480267)"
2329,299382," 1,061 ",FIL - 23 RUBBER TAPE,1,"('FIC - 33 VINYL TAPE', 301.0775557561659)('FIN - ALL MASTICS', 245.3206048738215)('FIB - 88 VINYL TAPE', 241.09062215840993)"
2649,303785," 1,061 ",FIL - 23 RUBBER TAPE,1,"('FIC - 33 VINYL TAPE', 301.0775557561659)('FIN - ALL MASTICS', 245.3206048738215)('FIB - 88 VINYL TAPE', 241.09062215840993)"
3203,312828," 1,061 ",FIL - 23 RUBBER TAPE,1,"('FIC - 33 VINYL TAPE', 301.0775557561659)('FIN - ALL MASTICS', 245.3206048738215)('FIB - 88 VINYL TAPE', 241.09062215840993)"
3332,314727," 1,060 ",FKD - SCOTCHLOK TERMINALS,1,"('FKB - ""U"" ELEMENT & IDC CONNECTORS', 474.0464112299554)('FIV - SCOTCHFIL', 474.0464112299554)('FKE - SPEC. DISTR. TERMINALS', 335.20143197784824)"
428,157073," 1,056 ","FTF - 60 TO 63 PTFE HI-TEMP TAPES,FTU - 92/1205 & OTH HI-TEMP",1,"('FTM - POLYESTER FILM TAPES', 180.6775352305853)('FTB - COMPOSITE, ACETATE & PAPER', 172.79161032627374)('FTZ - 1/S10/S20 EPOXY TAPES', 162.87467681982758)"
116,73068," 1,055 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 506.3819823556867)('FJM - QTIII RUBBER TERMINATIONS', 330.41827766195934)('FJI - SEPARABLE CONNECTORS', 211.53574993977037)"
1962,294477," 1,055 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 506.3819823556867)('FJM - QTIII RUBBER TERMINATIONS', 330.41827766195934)('FJI - SEPARABLE CONNECTORS', 211.53574993977037)"
2202,297612," 1,055 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 506.3819823556867)('FJM - QTIII RUBBER TERMINATIONS', 330.41827766195934)('FJI - SEPARABLE CONNECTORS', 211.53574993977037)"
3030,310044," 1,055 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 506.3819823556867)('FJM - QTIII RUBBER TERMINATIONS', 330.41827766195934)('FJI - SEPARABLE CONNECTORS', 211.53574993977037)"
2083,296302," 1,052 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 156.45432075179326)('FIC - 33 VINYL TAPE', 118.79071759044004)('FIL - 23 RUBBER TAPE', 107.6814371490425)"
1558,288175," 1,051 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 156.31663648578504)('FIC - 33 VINYL TAPE', 118.68617836978163)('FIL - 23 RUBBER TAPE', 107.58667441212775)"
1109,267406," 1,049 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 128.21846090033657)('RWA - SOLAR ACRYLIC FOAM TAPES', 47.11047072162306)('FJB - COLD SHRINK TUBING', 38.46553827010097)"
3416,316870," 1,041 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 127.21637228102398)('RWA - SOLAR ACRYLIC FOAM TAPES', 46.74227985246817)('FJB - COLD SHRINK TUBING', 38.1649116843072)"
2502,302004," 1,036 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 154.14808139773845)('FIC - 33 VINYL TAPE', 117.03966446204412)('FIL - 23 RUBBER TAPE', 106.09414210432283)"
1809,292703," 1,025 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 152.5841184772875)('FIC - 33 VINYL TAPE', 115.85219787938614)('FIL - 23 RUBBER TAPE', 105.0177271219003)"
2300,298927," 1,020 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 151.76738674924312)('FIC - 33 VINYL TAPE', 115.23207983095467)('FIL - 23 RUBBER TAPE', 104.4556023699699)"
1310,280519," 1,020 ",FTZ - 1/S10/S20 EPOXY TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 419.38848671859535)('FTM - POLYESTER FILM TAPES', 314.225705523363)('FTU - 92/1205 & OTH HI-TEMP', 258.2196069959988)"
661,215757," 1,020 ",FSB - COPPER FOIL TAPES,1,"('FSQ - GLASS CLOTH TAPES', 204.50379225208331)('FSD - SPECIALTY FOIL TAPES', 199.57526577705977)('FTM - POLYESTER FILM TAPES', 194.0330192146695)"
3033,310122," 1,007 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 149.88922070075455)('FIC - 33 VINYL TAPE', 113.80604895125842)('FIL - 23 RUBBER TAPE', 103.16293356840553)"
960,253478," 1,004 ",FSD - SPECIALTY FOIL TAPES,1,"('FSB - COPPER FOIL TAPES', 196.5389483066434)('FTR - OEM REINFORCED FILAMENT TAPE', 192.5680551738065)('FSA - ALUMINUM FOIL TAPE', 160.0142270705389)"
2656,303892," 1,003 ","FIE - 35 VINYL TAPE,FIC - 33 VINYL TAPE",1,"('FIB - 88 VINYL TAPE', 244.74419694118484)('FIM - 130C RUBBER TAPE', 242.49548935336304)('FIL - 23 RUBBER TAPE', 237.17541000132496)"
557,192180," 1,002 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 149.12426843407167)('FIC - 33 VINYL TAPE', 113.22524537712222)('FIL - 23 RUBBER TAPE', 102.6364466102249)"
2425,300504," 1,001 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 148.91987347409378)('FIC - 33 VINYL TAPE', 113.07005487902047)('FIL - 23 RUBBER TAPE', 102.49576949162133)"
2437,300755," 1,000 ",FSB - COPPER FOIL TAPES,1,"('FSQ - GLASS CLOTH TAPES', 200.58006694722806)('FSD - SPECIALTY FOIL TAPES', 195.7461019658215)('FTM - POLYESTER FILM TAPES', 190.31019207740252)"
1309,280454," 1,000 ",FKG - CABLE TIES,1,"('FIB - 88 VINYL TAPE', 93.76144618769908)('FIV - SCOTCHFIL', 84.51542547285165)('FIA - UTILITY BID VINYL TAPES', 75.59289460184544)"
2684,304249," 1,000 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 148.76765971267764)('FIC - 33 VINYL TAPE', 112.95448388130767)('FIL - 23 RUBBER TAPE', 102.39100666689146)"
3057,310382, 999 ,"FIP - ARC PROOFING TAPE,FIN - ALL MASTICS",1,"('FJZ - MISC PRODUCT - POWER PROD', 151.20209193208782)('FIC - 33 VINYL TAPE', 134.88490831615954)('FIM - 130C RUBBER TAPE', 132.64437787391785)"
1959,294438, 995 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 148.1071144805849)('FIC - 33 VINYL TAPE', 112.45295319973752)('FIL - 23 RUBBER TAPE', 101.93637901869415)"
2282,298427, 990 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 147.36024038791186)('FIC - 33 VINYL TAPE', 111.88587579981649)('FIL - 23 RUBBER TAPE', 101.42233456608994)"
2840,306912, 984 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 146.34768751570004)('FIC - 33 VINYL TAPE', 111.11707707498535)('FIL - 23 RUBBER TAPE', 100.72543372023773)"
963,253484, 982 ,"FTB - COMPOSITE, ACETATE & PAPER",1,"('FTM - POLYESTER FILM TAPES', 413.44698552856005)('FTZ - 1/S10/S20 EPOXY TAPES', 403.7324162108362)('FTU - 92/1205 & OTH HI-TEMP', 328.79628089885887)"
3559,319140, 979 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 145.67732159456062)('FIC - 33 VINYL TAPE', 110.60808986109649)('FIL - 23 RUBBER TAPE', 100.2640468729)"
207,117054, 976 ,"FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 468.14346726432683)('FJM - QTIII RUBBER TERMINATIONS', 305.4673419314632)('FJI - SEPARABLE CONNECTORS', 195.56201223132166)"
3015,309649, 975 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 145.10213807793656)('FIC - 33 VINYL TAPE', 110.17137157579988)('FIL - 23 RUBBER TAPE', 99.86817038066313)"
1046,261576, 975 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 145.09801357601432)('FIC - 33 VINYL TAPE', 110.16823997457155)('FIL - 23 RUBBER TAPE', 99.86533164605756)"
105,72999, 971 ,FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 409.0091850489676)('FTU - 92/1205 & OTH HI-TEMP', 308.8967236174012)('FTZ - 1/S10/S20 EPOXY TAPES', 299.2485524591942)"
1159,272879, 971 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 144.43121909858485)('FIC - 33 VINYL TAPE', 109.66196444265545)('FIL - 23 RUBBER TAPE', 99.4064028848215)"
156,115100, 970 ,"FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 465.50401152885394)('FJM - QTIII RUBBER TERMINATIONS', 303.7450760364114)('FJI - SEPARABLE CONNECTORS', 194.45940734431778)"
1541,288096, 963 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 143.25191508359654)('FIC - 33 VINYL TAPE', 108.76655695550782)('FIL - 23 RUBBER TAPE', 98.59473369882926)"
88,71476, 957 ,FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 320.3955215987381)('FTM - POLYESTER FILM TAPES', 304.2703340020404)('FTZ - 1/S10/S20 EPOXY TAPES', 242.22885339212417)"
726,216871, 949 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 141.2575398543247)('FIC - 33 VINYL TAPE', 107.25229219444924)('FIL - 23 RUBBER TAPE', 97.22208262808547)"
3105,311535, 946 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 140.69140286428336)('FIC - 33 VINYL TAPE', 106.8224426448916)('FIL - 23 RUBBER TAPE', 96.8324325090095)"
3391,316460, 940 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 139.87352544126057)('FIC - 33 VINYL TAPE', 106.20145470723003)('FIL - 23 RUBBER TAPE', 96.26951921968866)"
1333,281549, 936 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 139.31055771135425)('FIC - 33 VINYL TAPE', 105.77401147463357)('FIL - 23 RUBBER TAPE', 95.88205037936805)"
36,58691, 929 ,"FTB - COMPOSITE, ACETATE & PAPER,FTM - POLYESTER FILM TAPES",1,"('FTZ - 1/S10/S20 EPOXY TAPES', 375.91450578814784)('FTU - 92/1205 & OTH HI-TEMP', 310.1019286130331)('FSQ - GLASS CLOTH TAPES', 241.98291921054985)"
3063,310417, 920 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 136.82162762154226)('FIC - 33 VINYL TAPE', 103.88424716527801)('FIL - 23 RUBBER TAPE', 94.16901639125827)"
2550,302390, 914 ,FIN - ALL MASTICS,1,"('FIC - 33 VINYL TAPE', 264.56017871915117)('FIM - 130C RUBBER TAPE', 255.43502044038266)('FIL - 23 RUBBER TAPE', 211.3086718135584)"
553,184280, 910 ,FIN - ALL MASTICS,1,"('FIC - 33 VINYL TAPE', 263.57384603403034)('FIM - 130C RUBBER TAPE', 254.48270815058675)('FIL - 23 RUBBER TAPE', 210.52087128111157)"
1400,283335, 904 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 134.4909343753186)('FIC - 33 VINYL TAPE', 102.11462698558778)('FIL - 23 RUBBER TAPE', 92.56489068158812)"
3577,319296, 903 ,FSQ - GLASS CLOTH TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 236.70241133442542)('FTM - POLYESTER FILM TAPES', 214.19140254239178)('FTZ - 1/S10/S20 EPOXY TAPES', 205.583286417746)"
3250,314046, 900 ,FKG - CABLE TIES,1,"('FIB - 88 VINYL TAPE', 84.38530156892917)('FIV - SCOTCHFIL', 76.06388292556649)('FIA - UTILITY BID VINYL TAPES', 68.0336051416609)"
1786,291548, 892 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 132.78316144051382)('FIC - 33 VINYL TAPE', 100.81797009920602)('FIL - 23 RUBBER TAPE', 91.38949684739829)"
2007,295256, 889 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 132.34413707645274)('FIC - 33 VINYL TAPE', 100.48463306513818)('FIL - 23 RUBBER TAPE', 91.08733341567984)"
2193,297590, 889 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 132.34413707645274)('FIC - 33 VINYL TAPE', 100.48463306513818)('FIL - 23 RUBBER TAPE', 91.08733341567984)"
2297,298917, 889 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 132.34413707645274)('FIC - 33 VINYL TAPE', 100.48463306513818)('FIL - 23 RUBBER TAPE', 91.08733341567984)"
2655,303881, 888 ,FKK - COMFORT GRIP GLOVES,1,"('FKM - AEROSOLS,SCOTCHKOTE', 114.81774410889798)('FIE - 35 VINYL TAPE', 94.08251507708158)('FIM - 130C RUBBER TAPE', 81.20568510374034)"
2869,307012, 887 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 131.95613184890385)('FIC - 33 VINYL TAPE', 100.19003321524016)('FIL - 23 RUBBER TAPE', 90.82028447562475)"
2426,300520, 886 ,"FID - GENERAL USE VINYL-BLACK,FIN - ALL MASTICS",1,"('FIC - 33 VINYL TAPE', 113.35345783027479)('FIL - 23 RUBBER TAPE', 100.40649139913778)('FIE - 35 VINYL TAPE', 91.66423083536108)"
755,217523, 881 ,RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 107.69764127168186)('RWA - SOLAR ACRYLIC FOAM TAPES', 39.57064014253905)('FJB - COLD SHRINK TUBING', 32.309292381504555)"
896,244648, 881 ,RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 107.69764127168186)('RWA - SOLAR ACRYLIC FOAM TAPES', 39.57064014253905)('FJB - COLD SHRINK TUBING', 32.309292381504555)"
2850,306946, 881 ,RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 107.69764127168186)('RWA - SOLAR ACRYLIC FOAM TAPES', 39.57064014253905)('FJB - COLD SHRINK TUBING', 32.309292381504555)"
2555,302399, 880 ,"FID - GENERAL USE VINYL-BLACK,FIL - 23 RUBBER TAPE,FIN - ALL MASTICS",1,"('FIC - 33 VINYL TAPE', 172.93918545714251)('FIM - 130C RUBBER TAPE', 124.42446381736268)('FIE - 35 VINYL TAPE', 118.97550179255357)"
1805,292668, 880 ,FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 130.93656896013132)('FIC - 33 VINYL TAPE', 99.41591201101971)('FIL - 23 RUBBER TAPE', 90.11855890742501)"
