,InAcc ID, 2020 total amount ,GSC Top3,GSC Top3 pct,GSC Recommendation Top3
46,58947," 166,442 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 35787.95411213019)('FJC - ENERGY RESINS', 24657.383749735673)('FJZ - MISC PRODUCT - POWER PROD', 24304.729587236987)"
1855,293794," 166,288 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FTB - COMPOSITE, ACETATE & PAPER",0.989250369,"('FSQ - GLASS CLOTH TAPES', 37916.21004281285)('FSB - COPPER FOIL TAPES', 29305.475882417097)('FSD - SPECIALTY FOIL TAPES', 19464.73799547865)"
2629,303048," 166,122 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 79094.27784131566)('FJL - QTII,RUBBER, PORCELAIN TERMI', 52019.39424756596)('FJI - SEPARABLE CONNECTORS', 23743.49638095529)"
1147,271895," 165,286 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 78695.95386869322)('FJL - QTII,RUBBER, PORCELAIN TERMI', 51757.42116511777)('FJI - SEPARABLE CONNECTORS', 23623.922575358596)"
1938,294390," 164,676 ","FTM - POLYESTER FILM TAPES,FTB - COMPOSITE, ACETATE & PAPER",1,"('FTU - 92/1205 & OTH HI-TEMP', 52386.22839935101)('FTZ - 1/S10/S20 EPOXY TAPES', 50761.78076852982)('FSQ - GLASS CLOTH TAPES', 39064.56879014499)"
3154,312195," 164,556 ",FJG - HIGH VOLTAGE,1,"('FIQ - TAPE TERM/SPLICING KITS', 12547.270507390382)('FJM - QTIII RUBBER TERMINATIONS', 12392.416226815923)('FJL - QTII,RUBBER, PORCELAIN TERMI', 8165.655406628154)"
2052,295948," 164,214 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 78185.90956380907)('FJL - QTII,RUBBER, PORCELAIN TERMI', 51421.970908744916)('FJI - SEPARABLE CONNECTORS', 23470.81118174501)"
931,248783," 164,027 ",RWI - DIELECTRIC TAPES,1,"('BQD - DIELECTRIC AND COSMETIC FILM', 56611.290461118566)('SLR - LIGHT REDIRECTING FILMS', 24361.620573691445)()"
3091,311372," 163,727 ","FJZ - MISC PRODUCT - POWER PROD,FJM - QTIII RUBBER TERMINATIONS",1,"('FJF - QSIII & QS-2000 SPLICES', 37330.61158252451)('FJL - QTII,RUBBER, PORCELAIN TERMI', 29807.596083345234)('FJI - SEPARABLE CONNECTORS', 27692.28575971)"
226,118983," 162,603 ",FHA - HIGH TEMP FLEX ELECTRICAL IN,1,"('FTR - OEM REINFORCED FILAMENT TAPE', 16435.823338125443)('FTM - POLYESTER FILM TAPES', 15622.347681299623)('FTB - COMPOSITE, ACETATE & PAPER', 11880.753134786097)"
1133,270743," 161,928 ","FJF - QSIII & QS-2000 SPLICES,FJI - SEPARABLE CONNECTORS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 74130.54165149886)('FJM - QTIII RUBBER TERMINATIONS', 72829.7981793629)('FJC - ENERGY RESINS', 26988.54737977051)"
361,144960," 161,817 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJC - ENERGY RESINS",0.971153787,"('FJM - QTIII RUBBER TERMINATIONS', 60784.353850745356)('FJI - SEPARABLE CONNECTORS', 36356.70881772837)('FIP - ARC PROOFING TAPE', 13884.507188796195)"
1822,293053," 161,219 ",RWI - DIELECTRIC TAPES,1,"('BQD - DIELECTRIC AND COSMETIC FILM', 55642.03188108011)('SLR - LIGHT REDIRECTING FILMS', 23944.51809161838)()"
1014,260386," 160,773 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJZ - MISC PRODUCT - POWER PROD",1,"('FJF - QSIII & QS-2000 SPLICES', 58127.371484531155)('FJM - QTIII RUBBER TERMINATIONS', 37702.946394295854)('FJI - SEPARABLE CONNECTORS', 30859.659562833538)"
1016,260393," 160,329 ","FSQ - GLASS CLOTH TAPES,FID - GENERAL USE VINYL-BLACK",1,"('FTB - COMPOSITE, ACETATE & PAPER', 38433.11311453275)('FTM - POLYESTER FILM TAPES', 34893.361822528204)('FTZ - 1/S10/S20 EPOXY TAPES', 33445.62549143471)"
2200,297605," 159,525 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 69288.41315659859)('FJI - SEPARABLE CONNECTORS', 33934.4592217875)('FJC - ENERGY RESINS', 22250.187582719886)"
2051,295944," 158,011 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 26728.38564337344)('FJZ - MISC PRODUCT - POWER PROD', 17785.062353839494)('FJC - ENERGY RESINS', 16154.33432316387)"
2368,300015," 157,057 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 75371.81808112083)('FJM - QTIII RUBBER TERMINATIONS', 49180.711759846046)('FJI - SEPARABLE CONNECTORS', 31485.784679666514)"
2316,299236," 156,858 ",FKK - COMFORT GRIP GLOVES,1,"('FKM - AEROSOLS,SCOTCHKOTE', 20289.958541984175)('FIE - 35 VINYL TAPE', 16625.74321813078)('FIM - 130C RUBBER TAPE', 14350.220838388908)"
1397,283331," 156,753 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 19156.137687895694)('RWA - SOLAR ACRYLIC FOAM TAPES', 7038.414416676415)('FJB - COLD SHRINK TUBING', 5746.8413063687085)"
1684,289481," 156,382 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 33945.867259881255)('FJC - ENERGY RESINS', 22745.13698993904)('FJZ - MISC PRODUCT - POWER PROD', 22344.846026270257)"
1577,288384," 156,314 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 32942.70180290117)('FJC - ENERGY RESINS', 21806.066966175265)('FJZ - MISC PRODUCT - POWER PROD', 21672.560115156113)"
268,128656," 156,079 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 10706.96125193404)('FQA - LIQUID RESINS', 9049.03385728542)('FTZ - 1/S10/S20 EPOXY TAPES', 7524.085416728773)"
1168,274255," 155,815 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 55859.52336944465)('FJI - SEPARABLE CONNECTORS', 26340.24188271194)('FJZ - MISC PRODUCT - POWER PROD', 17462.629088011057)"
2155,297222," 155,593 ",FIT - SILICONE TAPE,1,"('FIB - 88 VINYL TAPE', 48931.83918919176)('FIM - 130C RUBBER TAPE', 43682.044163415245)('FJZ - MISC PRODUCT - POWER PROD', 30427.44099941985)"
2141,296931," 155,484 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 50683.92395800358)('FJI - SEPARABLE CONNECTORS', 23372.23898574409)('FJZ - MISC PRODUCT - POWER PROD', 15687.668622535717)"
1689,289638," 155,472 ",FTU - 92/1205 & OTH HI-TEMP,1,"('FTB - COMPOSITE, ACETATE & PAPER', 52076.94259258631)('FTM - POLYESTER FILM TAPES', 49455.96192288889)('FTZ - 1/S10/S20 EPOXY TAPES', 39371.76783690518)"
1879,293891," 154,095 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 73950.32239824542)('FJM - QTIII RUBBER TERMINATIONS', 48253.174502192014)('FJI - SEPARABLE CONNECTORS', 30891.96980119403)"
1166,273795," 154,063 ",GGB - LOCATING PRODUCTS,1,"('GGR - POINT MARKERS - TELECOM', 15115.23871706879)('FIL - 23 RUBBER TAPE', 1955.8190334613048)('FIN - ALL MASTICS', 1571.9939727485119)"
2598,302742," 153,997 ","FID - GENERAL USE VINYL-BLACK,FIE - 35 VINYL TAPE,FIM - 130C RUBBER TAPE",0.822113141,"('FIN - ALL MASTICS', 26794.179824674346)('FIB - 88 VINYL TAPE', 25437.933748310224)('FIL - 23 RUBBER TAPE', 23306.09421974841)"
560,200886," 153,584 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 22851.930563348375)('FIC - 33 VINYL TAPE', 17350.733536171436)('FIL - 23 RUBBER TAPE', 15728.096947832466)"
128,85010," 152,974 ","FTU - 92/1205 & OTH HI-TEMP,FSD - SPECIALTY FOIL TAPES,FTM - POLYESTER FILM TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 37529.94904705543)('FSQ - GLASS CLOTH TAPES', 30506.301139957992)('FTZ - 1/S10/S20 EPOXY TAPES', 29952.686875341915)"
3607,319610," 152,426 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 22679.77327282685)('FIC - 33 VINYL TAPE', 17220.020060306986)('FIL - 23 RUBBER TAPE', 15609.607766006333)"
3192,312769," 151,870 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJI - SEPARABLE CONNECTORS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 65653.56386150238)('FJC - ENERGY RESINS', 21860.563843119726)('FJZ - MISC PRODUCT - POWER PROD', 21378.299216043084)"
1736,290484," 151,662 ",FHA - HIGH TEMP FLEX ELECTRICAL IN,1,"('FTR - OEM REINFORCED FILAMENT TAPE', 15329.914966139493)('FTM - POLYESTER FILM TAPES', 14571.17520667536)('FTB - COMPOSITE, ACETATE & PAPER', 11081.339312493408)"
1154,272309," 150,660 ","FJF - QSIII & QS-2000 SPLICES,FJC - ENERGY RESINS,FJL - QTII,RUBBER, PORCELAIN TERMI",0.904359357,"('FJM - QTIII RUBBER TERMINATIONS', 48830.65687925261)('FJZ - MISC PRODUCT - POWER PROD', 23013.165669057526)('FIT - SILICONE TAPE', 13897.737803149692)"
190,116996," 150,492 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 71652.364639669)('FJL - QTII,RUBBER, PORCELAIN TERMI', 47124.93377130625)('FJI - SEPARABLE CONNECTORS', 21509.491039567856)"
459,165811," 149,986 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 31647.329471443096)('FJC - ENERGY RESINS', 21605.053670441826)('FJZ - MISC PRODUCT - POWER PROD', 21450.90477483204)"
515,179756," 149,463 ","FTF - 60 TO 63 PTFE HI-TEMP TAPES,FSB - COPPER FOIL TAPES,FTU - 92/1205 & OTH HI-TEMP",1,"('FSD - SPECIALTY FOIL TAPES', 19003.54384691661)('FTR - OEM REINFORCED FILAMENT TAPE', 17950.49854794347)('FSQ - GLASS CLOTH TAPES', 17035.38430830853)"
715,216694," 149,337 ","FID - GENERAL USE VINYL-BLACK,FIN - ALL MASTICS",1,"('FIC - 33 VINYL TAPE', 20186.066354387705)('FIL - 23 RUBBER TAPE', 17712.37961741326)('FIE - 35 VINYL TAPE', 15662.293054179945)"
895,244596," 149,275 ","FTM - POLYESTER FILM TAPES,FTB - COMPOSITE, ACETATE & PAPER",1,"('FTZ - 1/S10/S20 EPOXY TAPES', 48557.675249142645)('FTU - 92/1205 & OTH HI-TEMP', 47902.65125001197)('FSQ - GLASS CLOTH TAPES', 36025.89224113113)"
1162,273041," 148,655 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJI - SEPARABLE CONNECTORS', 28787.512845904323)('FJZ - MISC PRODUCT - POWER PROD', 20368.39949567484)('FJC - ENERGY RESINS', 19846.427099840574)"
1606,288683," 148,562 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FSB - COPPER FOIL TAPES",1,"('FTB - COMPOSITE, ACETATE & PAPER', 48857.48278562086)('FTZ - 1/S10/S20 EPOXY TAPES', 37340.32581574346)('FSQ - GLASS CLOTH TAPES', 33074.47543099317)"
988,258286," 148,196 ","FJF - QSIII & QS-2000 SPLICES,FIP - ARC PROOFING TAPE",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 45501.73883204078)('FJM - QTIII RUBBER TERMINATIONS', 43512.11456529455)('FJI - SEPARABLE CONNECTORS', 26174.51724803237)"
3703,320376," 148,111 ",FID - GENERAL USE VINYL-BLACK,1,"('FIN - ALL MASTICS', 22037.63723131776)('FIC - 33 VINYL TAPE', 16732.46688315592)('FIL - 23 RUBBER TAPE', 15167.650449246814)"
202,117041," 148,028 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 32355.00431451401)('FJC - ENERGY RESINS', 21649.71340627393)('FJZ - MISC PRODUCT - POWER PROD', 21212.94952826995)"
169,115144," 147,839 ","FIP - ARC PROOFING TAPE,FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",0.888093532,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 25792.995172843286)('FJZ - MISC PRODUCT - POWER PROD', 21722.682026147686)('FJI - SEPARABLE CONNECTORS', 17261.919085884776)"
1852,293744," 147,322 ",FJG - HIGH VOLTAGE,1,"('FIQ - TAPE TERM/SPLICING KITS', 11233.17795767529)('FJM - QTIII RUBBER TERMINATIONS', 11094.54177459658)('FJL - QTII,RUBBER, PORCELAIN TERMI', 7310.455311350814)"
2204,297620," 147,219 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 47085.83383190965)('FJI - SEPARABLE CONNECTORS', 21609.34354337389)('FJZ - MISC PRODUCT - POWER PROD', 14543.132598494834)"
2968,308694," 146,677 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 50950.32474658424)('FJI - SEPARABLE CONNECTORS', 23854.98999874922)('FJZ - MISC PRODUCT - POWER PROD', 15877.234461689004)"
2503,302012," 146,535 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 25514.821558450432)('FJZ - MISC PRODUCT - POWER PROD', 16955.66912083377)('FJC - ENERGY RESINS', 15639.022821195706)"
1222,276210," 146,258 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 10033.216026309225)('FQA - LIQUID RESINS', 8479.61521324558)('FTZ - 1/S10/S20 EPOXY TAPES', 7050.625533253559)"
1403,283444," 145,419 ","FJF - QSIII & QS-2000 SPLICES,FJZ - MISC PRODUCT - POWER PROD,FIT - SILICONE TAPE",0.984895268,"('FJM - QTIII RUBBER TERMINATIONS', 41783.38402960651)('FJI - SEPARABLE CONNECTORS', 28577.302411694825)('FJC - ENERGY RESINS', 22792.416252245872)"
289,131195," 145,326 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 27597.91987270527)('FJZ - MISC PRODUCT - POWER PROD', 18563.32415431925)('FJC - ENERGY RESINS', 17881.46375176081)"
464,165835," 144,777 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 60980.038853228674)('FTU - 92/1205 & OTH HI-TEMP', 46054.061611279)('FTZ - 1/S10/S20 EPOXY TAPES', 44615.59549952253)"
725,216854," 144,662 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 46766.80385478197)('FJI - SEPARABLE CONNECTORS', 21521.26292908241)('FJZ - MISC PRODUCT - POWER PROD', 14461.956026841486)"
2227,297780," 144,267 ",FJF - QSIII & QS-2000 SPLICES,1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 69233.66372618766)('FJM - QTIII RUBBER TERMINATIONS', 68688.32204197398)('FJI - SEPARABLE CONNECTORS', 34473.49032869105)"
584,213161," 143,208 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 17500.866706648303)('RWA - SOLAR ACRYLIC FOAM TAPES', 6430.229023162596)('FJB - COLD SHRINK TUBING', 5250.260011994491)"
3468,317566," 142,799 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 58638.69331074732)('FJI - SEPARABLE CONNECTORS', 31914.852650649183)('FJC - ENERGY RESINS', 21954.53325468961)"
3580,319348," 142,606 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 52638.18122493623)('FJI - SEPARABLE CONNECTORS', 24979.127129844837)('FJZ - MISC PRODUCT - POWER PROD', 16502.572509406258)"
701,216440," 142,560 ",SLR - LIGHT REDIRECTING FILMS,1,"('RWI - DIELECTRIC TAPES', 21173.315059013203)('BQD - DIELECTRIC AND COSMETIC FILM', 18404.416861177644)('FJM - QTIII RUBBER TERMINATIONS', 1563.2932272244113)"
673,216066," 141,780 ","FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 68040.3698500628)('FJM - QTIII RUBBER TERMINATIONS', 44396.88338189939)('FJI - SEPARABLE CONNECTORS', 28423.14925080142)"
1682,289407," 141,604 ","FIN - ALL MASTICS,FIM - 130C RUBBER TAPE,FIC - 33 VINYL TAPE",0.951475878,"('FIL - 23 RUBBER TAPE', 30986.477569914234)('FIV - SCOTCHFIL', 29094.83038459333)('FIB - 88 VINYL TAPE', 27356.314509590513)"
3101,311443," 141,239 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 67246.7121863025)('FJL - QTII,RUBBER, PORCELAIN TERMI', 44227.38696837287)('FJI - SEPARABLE CONNECTORS', 20186.947918406535)"
2116,296864," 141,228 ","FKK - COMFORT GRIP GLOVES,FID - GENERAL USE VINYL-BLACK",1,"('FKM - AEROSOLS,SCOTCHKOTE', 17683.86971209189)('FIE - 35 VINYL TAPE', 14899.882437914299)('FIM - 130C RUBBER TAPE', 12551.23662295779)"
419,156469," 141,141 ","FJZ - MISC PRODUCT - POWER PROD,FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 34870.47197492305)('FJI - SEPARABLE CONNECTORS', 28371.638133144173)('FJC - ENERGY RESINS', 21500.45705554545)"
2138,296925," 140,645 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 66964.13751375188)('FJL - QTII,RUBBER, PORCELAIN TERMI', 44041.540865507144)('FJI - SEPARABLE CONNECTORS', 20102.121166103214)"
347,140018," 140,532 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 66910.26668757897)('FJL - QTII,RUBBER, PORCELAIN TERMI', 44006.11064448974)('FJI - SEPARABLE CONNECTORS', 20085.94955671269)"
2292,298823," 140,367 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJM - QTIII RUBBER TERMINATIONS', 63767.513779142464)('FJI - SEPARABLE CONNECTORS', 32818.170736324355)('FJC - ENERGY RESINS', 22368.41979243206)"
1507,287431," 140,234 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 59066.55700372252)('FTU - 92/1205 & OTH HI-TEMP', 44608.939360679535)('FTZ - 1/S10/S20 EPOXY TAPES', 43215.61062252496)"
2711,304666," 140,174 ",RWO - WIND PROCESSING AIDS,1,"('RWR - WIND PROTECTION TAPES', 17130.096333269455)('RWA - SOLAR ACRYLIC FOAM TAPES', 6293.999289184689)('FJB - COLD SHRINK TUBING', 5139.028899980837)"
1916,294300," 139,669 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 58828.39285147047)('FTU - 92/1205 & OTH HI-TEMP', 44429.07023058905)('FTZ - 1/S10/S20 EPOXY TAPES', 43041.35957777015)"
294,131231," 139,550 ",FTM - POLYESTER FILM TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 58778.36390563864)('FTU - 92/1205 & OTH HI-TEMP', 44391.28678215223)('FTZ - 1/S10/S20 EPOXY TAPES', 43004.756268679565)"
248,123545," 138,710 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FTB - COMPOSITE, ACETATE & PAPER",0.997059021,"('FSQ - GLASS CLOTH TAPES', 31773.10447972604)('FSB - COPPER FOIL TAPES', 25238.73042547611)('FTR - OEM REINFORCED FILAMENT TAPE', 18506.205846598525)"
1116,267671," 138,149 ",FPV - INTERNAL CHEMICALS ESD,1,"('FIG - 22/66R/FRICTION TAPE', 9476.925379688128)('FQA - LIQUID RESINS', 8009.463806388083)('FTZ - 1/S10/S20 EPOXY TAPES', 6659.704314504555)"
329,135735," 137,540 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 65485.90803068089)('FJL - QTII,RUBBER, PORCELAIN TERMI', 43069.32638467554)('FJI - SEPARABLE CONNECTORS', 19658.367997866015)"
2483,301785," 137,429 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 58500.56220924911)('FJI - SEPARABLE CONNECTORS', 28548.54579238631)('FJC - ENERGY RESINS', 18575.45492633176)"
1050,262479," 137,333 ",FJG - HIGH VOLTAGE,1,"('FIQ - TAPE TERM/SPLICING KITS', 10471.527829886763)('FJM - QTIII RUBBER TERMINATIONS', 10342.29168186099)('FJL - QTII,RUBBER, PORCELAIN TERMI', 6814.779978594405)"
643,214755," 137,000 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 30763.565861959185)('FJC - ENERGY RESINS', 20777.537027047394)('FJZ - MISC PRODUCT - POWER PROD', 20153.08508240809)"
1456,285857," 136,899 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 28039.92108894987)('FJZ - MISC PRODUCT - POWER PROD', 18379.932673854244)('FJC - ENERGY RESINS', 18276.62726611159)"
2370,300043," 136,676 ","FJZ - MISC PRODUCT - POWER PROD,FIT - SILICONE TAPE",1,"('FIP - ARC PROOFING TAPE', 22227.457034661602)('FJC - ENERGY RESINS', 20914.138581747407)('FJI - SEPARABLE CONNECTORS', 19616.646816043387)"
3523,318238," 136,561 ","FJG - HIGH VOLTAGE,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJF - QSIII & QS-2000 SPLICES', 18041.350665919632)('FJI - SEPARABLE CONNECTORS', 10091.978370006658)('FIQ - TAPE TERM/SPLICING KITS', 9530.259579544367)"
244,123520," 136,405 ","FTU - 92/1205 & OTH HI-TEMP,FTM - POLYESTER FILM TAPES,FTZ - 1/S10/S20 EPOXY TAPES",0.991613598,"('FSQ - GLASS CLOTH TAPES', 31061.028560846986)('FSB - COPPER FOIL TAPES', 24879.14129709224)('FTR - OEM REINFORCED FILAMENT TAPE', 17679.91230398414)"
2868,307000," 136,364 ",FJM - QTIII RUBBER TERMINATIONS,1,"('FJF - QSIII & QS-2000 SPLICES', 64925.83267982435)('FJL - QTII,RUBBER, PORCELAIN TERMI', 42700.971286434404)('FJI - SEPARABLE CONNECTORS', 19490.237667467092)"
2534,302249," 136,199 ",FSQ - GLASS CLOTH TAPES,1,"('FTB - COMPOSITE, ACETATE & PAPER', 35701.56519394434)('FTM - POLYESTER FILM TAPES', 32306.254417685435)('FTZ - 1/S10/S20 EPOXY TAPES', 31007.901700074617)"
2034,295573," 135,542 ","FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJF - QSIII & QS-2000 SPLICES', 64539.79177544284)('FJI - SEPARABLE CONNECTORS', 19456.95602655608)('FJZ - MISC PRODUCT - POWER PROD', 13145.581608542203)"
1062,264119," 135,029 ",FIQ - TAPE TERM/SPLICING KITS,1,"('FJC - ENERGY RESINS', 10987.049038018542)('FJG - HIGH VOLTAGE', 10295.864726720638)('FJI - SEPARABLE CONNECTORS', 10027.397443544802)"
3639,319794," 134,820 ","FIU - BARRICADE TAPE,FIC - 33 VINYL TAPE,FIN - ALL MASTICS",1,"('FIM - 130C RUBBER TAPE', 21975.03348057197)('FIL - 23 RUBBER TAPE', 20583.23660606263)('FIE - 35 VINYL TAPE', 20429.64895927879)"
2806,305936," 134,201 ","FJF - QSIII & QS-2000 SPLICES,FJM - QTIII RUBBER TERMINATIONS,FJL - QTII,RUBBER, PORCELAIN TERMI",1,"('FJI - SEPARABLE CONNECTORS', 28369.052236137402)('FJC - ENERGY RESINS', 18681.173564200326)('FJZ - MISC PRODUCT - POWER PROD', 18546.17328260625)"
997,260353," 134,116 ","FJL - QTII,RUBBER, PORCELAIN TERMI,FJF - QSIII & QS-2000 SPLICES",1,"('FJM - QTIII RUBBER TERMINATIONS', 45381.12012944245)('FJI - SEPARABLE CONNECTORS', 27685.75136396679)('FJZ - MISC PRODUCT - POWER PROD', 19385.637169711263)"
2024,295408," 133,785 ","FJM - QTIII RUBBER TERMINATIONS,FJF - QSIII & QS-2000 SPLICES",1,"('FJL - QTII,RUBBER, PORCELAIN TERMI', 45024.584375207734)('FJI - SEPARABLE CONNECTORS', 20924.7309581336)('FJZ - MISC PRODUCT - POWER PROD', 13984.270747321501)"
1900,294179," 133,537 ","FJF - QSIII & QS-2000 SPLICES,FJL - QTII,RUBBER, PORCELAIN TERMI,FJM - QTIII RUBBER TERMINATIONS",1,"('FJI - SEPARABLE CONNECTORS', 27483.836255465474)('FJZ - MISC PRODUCT - POWER PROD', 18430.238976088254)('FJC - ENERGY RESINS', 18375.56424938832)"
721,216813," 133,033 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 26015.573745207097)('FJI - SEPARABLE CONNECTORS', 23543.62077469223)('FIP - ARC PROOFING TAPE', 23206.537479475723)"
3424,316953," 132,255 ",FJZ - MISC PRODUCT - POWER PROD,1,"('FIT - SILICONE TAPE', 25863.435887047995)('FJI - SEPARABLE CONNECTORS', 23405.938781857778)('FIP - ARC PROOFING TAPE', 23070.826733981718)"
